"STATION","DATE","REPORT_TYPE","SOURCE","AWND","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupElevationUnit","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","CDSD","CLDD","DSNW","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","HDSD","HTDD","HeavyFog","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySeaLevelPressure","HourlySkyConditions","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","REM","REPORT_TYPE","SOURCE","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","Sunrise","Sunset","TStorms","WindEquipmentChangeDate"
"72503014732","2020-05-16T07:00:00","FM-12","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51","65","","","-0.09","3","61","29.98","26","29.94","9.94","57","330","","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN09272503 12566 63311 10183 20106 30139 40151 53031 69901 91151 333 10300 20178 70008 555 91612=","FM-12","4","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72503014732","2020-05-16T07:51:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.01","50","65","0.00","","","","59","30.01","FEW:02 30 FEW:02 60 SCT:04 150","29.98","10.00","57","330","","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET11205/16/20 07:51:02 METAR KLGA 161251Z 33011KT 10SM FEW030 FEW060 SCT150 18/10 A3001 RMK AO2 SLP163 T01830100 (ML)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72503014732","2020-05-16T08:51:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.03","50","67","0.00","","","","55","30.03","FEW:02 30 FEW:02 150 BKN:07 250","30.00","10.00","58","350","","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET11205/16/20 08:51:02 METAR KLGA 161351Z 35012KT 10SM FEW030 FEW150 BKN250 19/10 A3003 RMK AO2 SLP169 T01940100 (ML)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72503014732","2020-05-16T09:51:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.04","50","68","0.00","","-0.06","1","53","30.04","FEW:02 50 FEW:02 150 BKN:07 250","30.01","10.00","58","340","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET11805/16/20 09:51:02 METAR KLGA 161451Z 34008KT 10SM FEW050 FEW150 BKN250 20/10 A3004 RMK AO2 SLP173 T02000100 51022 (ML)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72503014732","2020-05-16T10:00:00","FM-12","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","68","","","-0.06","1","53","30.04","57","30.00","9.94","58","340","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN06472503 32766 63408 10200 20100 30159 40173 51022 91451 555 91615=","FM-12","4","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72503014732","2020-05-16T10:51:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.06","49","70","0.00","","","","47","30.06","FEW:02 50 FEW:02 150 BKN:07 250","30.03","10.00","58","020","","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET11205/16/20 10:51:02 METAR KLGA 161551Z 02012KT 10SM FEW050 FEW150 BKN250 21/09 A3006 RMK AO2 SLP178 T02110094 (ML)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72503014732","2020-05-16T11:51:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.06","49","72","0.00","","","","44","30.06","FEW:02 50 FEW:02 200 BKN:07 250","30.03","10.00","59","360","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET11205/16/20 11:51:02 METAR KLGA 161651Z 36009KT 10SM FEW050 FEW200 BKN250 22/09 A3006 RMK AO2 SLP180 T02220094 (ML)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72503014732","2020-05-16T12:51:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.07","48","74","0.00","","-0.02","1","40","30.06","FEW:02 55 FEW:02 200 BKN:07 250","30.04","10.00","59","VRB","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET13005/16/20 12:51:02 METAR KLGA 161751Z VRB04KT 10SM FEW055 FEW200 BKN250 23/09 A3007 RMK AO2 SLP181 T02330089 10233 20178 51007 (ML)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72503014732","2020-05-16T13:00:00","FM-12","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48","74","","","-0.02","1","40","30.06","57","30.03","9.94","59","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN08072503 32766 6//04 10233 20089 30169 40181 51007 91751 333 10233 20178 555 91618=","FM-12","4","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72503014732","2020-05-16T13:51:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.07","46","75","0.00","","","","36","30.06","SCT:04 60 BKN:07 250","30.04","10.00","59","070","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET10505/16/20 13:51:02 METAR KLGA 161851Z 07009KT 10SM SCT060 BKN250 24/08 A3007 RMK AO2 SLP181 T02390078 (JG)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72503014732","2020-05-16T14:51:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.07","45","75","0.00","","","","34","30.06","FEW:02 60 BKN:07 250","30.04","10.00","59","090","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET10505/16/20 14:51:02 METAR KLGA 161951Z 09006KT 10SM FEW060 BKN250 24/07 A3007 RMK AO2 SLP181 T02390072 (JG)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72503014732","2020-05-16T15:51:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.06","45","75","0.00","","+0.00","8","34","30.06","FEW:02 60 BKN:07 250","30.03","10.00","59","080","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET11105/16/20 15:51:02 METAR KLGA 162051Z 08007KT 10SM FEW060 BKN250 24/07 A3006 RMK AO2 SLP180 T02390072 58001 (JG)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72503014732","2020-05-16T16:00:00","FM-12","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45","75","","","+0.00","8","34","30.06","57","30.02","9.94","59","080","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN06472503 32766 60807 10239 20072 30166 40180 58001 92051 555 91621=","FM-12","4","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72503014732","2020-05-16T16:51:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.07","42","76","0.00","","","","30","30.07","FEW:02 55 BKN:07 250","30.04","10.00","58","120","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET10505/16/20 16:51:02 METAR KLGA 162151Z 12004KT 10SM FEW055 BKN250 24/06 A3007 RMK AO2 SLP183 T02440056 (JG)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72503014732","2020-05-16T17:51:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.08","46","74","0.00","","","","37","30.08","FEW:02 65 BKN:07 250","30.05","10.00","59","180","","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET10505/16/20 17:51:02 METAR KLGA 162251Z 18011KT 10SM FEW065 BKN250 23/08 A3008 RMK AO2 SLP186 T02330078 (JG)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72503014732","2020-05-16T18:51:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.11","47","70","0.00","","-0.05","3","44","30.11","FEW:02 60 BKN:07 250","30.08","10.00","57","170","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET12305/16/20 18:51:02 METAR KLGA 162351Z 17009KT 10SM FEW060 BKN250 21/08 A3011 RMK AO2 SLP197 T02110083 10250 20211 53017 (JG)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72503014732","2020-05-16T19:00:00","FM-12","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47","70","","","-0.05","3","44","30.11","57","30.07","9.94","57","170","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN08072503 32766 61709 10211 20083 30183 40197 53017 92351 333 10250 20178 555 91700=","FM-12","4","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72503014732","2020-05-16T19:51:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.13","46","69","0.00","","","","44","30.13","FEW:02 60 BKN:07 250","30.10","10.00","57","200","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET10005/16/20 19:51:01 METAR KLGA 170051Z 20007KT 10SM FEW060 BKN250 21/08 A3013 RMK AO2 SLP202 T02060078","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72503014732","2020-05-16T20:51:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.15","47","67","0.00","","","","49","30.15","FEW:02 65 BKN:07 250","30.12","10.00","56","180","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET10005/16/20 20:51:01 METAR KLGA 170151Z 18009KT 10SM FEW065 BKN250 19/08 A3015 RMK AO2 SLP211 T01940083","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72503014732","2020-05-16T21:51:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.17","47","65","0.00","","-0.06","1","52","30.17","FEW:02 65 BKN:07 250","30.14","10.00","55","180","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET10605/16/20 21:51:01 METAR KLGA 170251Z 18008KT 10SM FEW065 BKN250 18/08 A3017 RMK AO2 SLP216 T01830083 51020","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72503014732","2020-05-16T22:00:00","FM-12","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47","65","","","-0.06","1","52","30.17","57","30.13","9.94","55","180","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN06472503 32766 61808 10183 20083 30203 40216 51020 90251 555 91703=","FM-12","4","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72503014732","2020-05-16T22:51:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.20","47","63","0.00","","","","56","30.20","FEW:02 70 SCT:04 250","30.17","10.00","55","150","","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET10005/16/20 22:51:02 METAR KLGA 170351Z 15011KT 10SM FEW070 SCT250 17/08 A3020 RMK AO2 SLP227 T01720083","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72503014732","2020-05-16T23:51:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.22","48","59","0.00","","","","67","30.22","SCT:04 70 SCT:04 250","30.19","10.00","53","120","","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET11005/16/20 23:51:02 METAR KLGA 170451Z 12013KT 10SM SCT070 SCT250 15/09 A3022 RMK AO2 SLP233 T01500089 402500150","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72503014732","2020-05-16T23:59:00","SOD  ","6","","","","","","","","","","","","","","","50","68","52","30.04","29.96","59","10.8","3","5.5","0","77","59","260","27","T","0","0.0","140","20","RA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SOD73924 HR PRECIPITATION (IN):    T SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 7724 HR MIN TEMP (F): 59AVERAGE STATION PRESSURE:29.965 MINIMUM SEA LEVEL PRESSURE:29.85 TIME OF OCCURRENCE:0155 PEAK WIND SPEED (MPH): 27 PEAK WIND DIR (DEG):260 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 20FASTEST 2MIN DIR (DEG):140 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH):10.8 24 HR AVG TEMP (F): 68DEPART FROM NORMAL:  6  HEATING DEGREE DAYS:  0 COOLING DEGREE DAYS:  3 LATEST DAY MAX TEMP (0700-1900 LST):77  LATEST NIGHT MIN TEMP(1900-0800 LST):64 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):    T    T    T    T    0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00","SOD  ","6","","","","","","","","","","","","","","","","","","","","","","","","","0437","1908","",""
